Date,Open,High,Low,Close,Volume
15/06/2020,1.54,1.54,1.54,1.54,0
16/06/2020,1.75,1.78,1.585,1.66,14698140
17/06/2020,1.7,1.752,1.64,1.65,6863972
18/06/2020,1.65,1.697,1.62,1.695,4248365
19/06/2020,1.695,1.7,1.635,1.7,7948943
22/06/2020,1.695,1.695,1.6,1.655,2830698
23/06/2020,1.66,1.735,1.61,1.67,1782633
24/06/2020,1.67,1.67,1.59,1.63,12403920
25/06/2020,1.59,1.605,1.51,1.53,1409038
26/06/2020,1.53,1.57,1.485,1.52,1863270
29/06/2020,1.49,1.5,1.43,1.445,2068425
30/06/2020,1.485,1.505,1.405,1.42,1921760
01/07/2020,1.42,1.44,1.41,1.415,4702204
02/07/2020,1.44,1.505,1.405,1.45,3258210
03/07/2020,1.49,1.51,1.445,1.5,3314535
06/07/2020,1.525,1.62,1.525,1.56,3390121
07/07/2020,1.585,1.595,1.51,1.525,1904026
08/07/2020,1.525,1.55,1.455,1.47,1540276
09/07/2020,1.48,1.52,1.44,1.45,2176213
10/07/2020,1.46,1.525,1.455,1.5,1848664
13/07/2020,1.51,1.512,1.44,1.5,2315632
14/07/2020,1.48,1.49,1.435,1.47,2349882
15/07/2020,1.475,1.51,1.46,1.49,2108838
16/07/2020,1.51,1.56,1.505,1.525,2105607
17/07/2020,1.51,1.515,1.45,1.48,2581166
20/07/2020,1.49,1.51,1.46,1.49,1271094
21/07/2020,1.53,1.585,1.52,1.57,3878434
22/07/2020,1.585,1.59,1.55,1.58,1545102
23/07/2020,1.58,1.58,1.53,1.57,2475061
24/07/2020,1.565,1.61,1.545,1.59,2505718
27/07/2020,1.6,1.617,1.58,1.61,2267551
28/07/2020,1.65,1.695,1.58,1.59,9276408
29/07/2020,1.61,1.65,1.59,1.61,1641246
30/07/2020,1.63,1.645,1.585,1.59,1115371
31/07/2020,1.605,1.63,1.54,1.55,3251998
03/08/2020,1.565,1.605,1.51,1.6,3063604
04/08/2020,1.61,1.65,1.59,1.62,3742497
05/08/2020,1.62,1.675,1.615,1.665,4046206
06/08/2020,1.675,1.68,1.635,1.67,1578408
07/08/2020,1.68,1.68,1.625,1.645,978074
10/08/2020,1.67,1.685,1.63,1.67,1314546
11/08/2020,1.675,1.685,1.63,1.65,1763206
12/08/2020,1.64,1.65,1.58,1.615,2638641
13/08/2020,1.625,1.645,1.6,1.605,1439481
14/08/2020,1.6,1.615,1.575,1.585,3649157
17/08/2020,1.585,1.605,1.55,1.56,3190087
18/08/2020,1.56,1.61,1.56,1.61,2317628
19/08/2020,1.62,1.62,1.585,1.59,1882659
20/08/2020,1.6,1.625,1.54,1.61,3210951
21/08/2020,1.6,1.65,1.59,1.64,2353970
24/08/2020,1.69,1.69,1.485,1.54,10488340
25/08/2020,1.56,1.57,1.465,1.5,5461342
26/08/2020,1.515,1.52,1.462,1.49,2697204
27/08/2020,1.515,1.52,1.46,1.475,2965319
28/08/2020,1.475,1.49,1.445,1.465,7266574
31/08/2020,1.46,1.47,1.39,1.41,5964996
01/09/2020,1.42,1.51,1.375,1.485,3587226
02/09/2020,1.5,1.525,1.46,1.475,3266984
03/09/2020,1.49,1.5,1.46,1.485,1952043
04/09/2020,1.43,1.475,1.41,1.45,2338167
07/09/2020,1.45,1.465,1.43,1.435,1188461
08/09/2020,1.3,1.395,1.262,1.3,9622641
09/09/2020,1.28,1.32,1.265,1.29,4329393
10/09/2020,1.33,1.365,1.31,1.31,2162270
11/09/2020,1.305,1.305,1.242,1.26,5044117
14/09/2020,1.26,1.275,1.21,1.22,5847844
15/09/2020,1.4,1.45,1.37,1.42,8813734
16/09/2020,1.41,1.445,1.385,1.43,4859757
17/09/2020,1.49,1.49,1.43,1.46,3808102
18/09/2020,1.45,1.505,1.44,1.47,13914830
21/09/2020,1.47,1.5,1.465,1.47,2209774
22/09/2020,1.485,1.485,1.425,1.44,2039080
23/09/2020,1.45,1.475,1.43,1.465,1693036
24/09/2020,1.465,1.465,1.415,1.43,1318842
25/09/2020,1.46,1.46,1.39,1.415,1736703
28/09/2020,1.415,1.445,1.4,1.41,1160218
29/09/2020,1.43,1.44,1.39,1.39,1605877
30/09/2020,1.405,1.44,1.39,1.43,1684153
01/10/2020,1.44,1.445,1.405,1.41,836711
02/10/2020,1.415,1.42,1.38,1.4,1044878
05/10/2020,1.41,1.42,1.395,1.405,367173
06/10/2020,1.41,1.49,1.41,1.45,1790400
07/10/2020,1.47,1.48,1.44,1.44,817261
08/10/2020,1.445,1.47,1.445,1.47,867505
09/10/2020,1.47,1.47,1.42,1.455,1427908
12/10/2020,1.455,1.455,1.28,1.35,8322817
13/10/2020,1.38,1.395,1.35,1.365,2297856
14/10/2020,1.38,1.395,1.355,1.37,1270072
15/10/2020,1.35,1.37,1.275,1.285,3509291
16/10/2020,1.295,1.305,1.235,1.24,4041790
19/10/2020,1.245,1.275,1.23,1.255,3319559
20/10/2020,1.26,1.26,1.225,1.255,3375354
21/10/2020,1.27,1.275,1.235,1.245,1206667
22/10/2020,1.25,1.285,1.235,1.26,991833
